Rating,# words,# pics,Days since review,Useful
5,171,3,162,Not Useful
4,288,3,243,Slightly Useful
4,64,2,146,Not Useful
4,47,1,145,Not Useful
5,129,0,186,Slightly Useful
5,230,2,252,Slightly Useful
5,235,3,253,Slightly Useful
4,108,2,193,Slightly Useful
5,109,2,251,Not Useful
5,429,5,232,Not Useful
5,234,3,269,Not Useful
4,128,5,187,Not Useful
3,203,1,285,Slightly Useful
5,57,3,162,Slightly Useful
5,192,4,199,Not Useful
4,77,0,159,Not Useful
5,30,1,152,Not Useful
5,44,0,141,Not Useful
5,853,5,227,Slightly Useful
5,143,3,159,Not Useful
5,154,5,222,Not Useful
5,74,3,219,Not Useful
5,161,3,223,Not Useful
5,219,1,371,Moderately Useful
5,141,1,348,Slightly Useful
5,54,0,231,Not Useful
4,198,3,367,Slightly Useful
5,22,1,159,Not Useful
2,38,0,172,Not Useful
4,181,0,161,Not Useful
5,123,2,245,Not Useful
5,46,0,153,Not Useful
3,153,1,211,Not Useful
3,151,0,269,Slightly Useful
5,210,3,419,Slightly Useful
4,81,0,150,Not Useful
5,28,5,231,Not Useful
5,155,11,278,Slightly Useful
5,311,0,179,Not Useful
5,49,0,177,Not Useful
4,177,0,281,Slightly Useful
4,164,3,381,Not Useful
5,104,4,244,Not Useful
5,116,1,244,Not Useful
4,140,5,457,Slightly Useful
5,412,2,475,Highly Useful
5,101,0,147,Not Useful
5,40,1,204,Not Useful
4,59,0,171,Not Useful
5,35,0,157,Not Useful
5,215,10,466,Slightly Useful
5,91,0,162,Not Useful
3,245,6,521,Highly Useful
5,130,11,517,Moderately Useful
4,25,2,182,Not Useful
5,22,1,204,Not Useful
4,33,0,142,Not Useful
5,332,3,523,Slightly Useful
5,31,0,154,Not Useful
5,32,0,153,Not Useful
2,133,0,160,Not Useful
3,64,0,204,Not Useful
5,38,2,236,Not Useful
5,184,1,566,Highly Useful
4,22,0,161,Not Useful
4,40,1,250,Slightly Useful
4,160,2,520,Not Useful
5,113,2,243,Not Useful
5,32,1,159,Not Useful
4,193,2,575,Moderately Useful
5,117,1,537,Not Useful
5,47,9,328,Not Useful
4,59,0,166,Not Useful
5,19,4,222,Not Useful
5,21,0,250,Not Useful
4,383,2,565,Slightly Useful
5,165,1,358,Not Useful
5,37,5,328,Not Useful
2,430,0,262,Slightly Useful
4,187,0,327,Not Useful
4,415,8,418,Moderately Useful
2,218,0,267,Slightly Useful
1,100,0,263,Slightly Useful
5,144,1,586,Slightly Useful
5,388,0,427,Slightly Useful
4,266,0,616,Moderately Useful
2,25,1,255,Not Useful
5,125,3,347,Not Useful
4,170,0,197,Not Useful
5,149,1,435,Slightly Useful
5,47,9,252,Not Useful
5,50,0,279,Slightly Useful
5,83,5,250,Not Useful
4,181,0,250,Not Useful
5,35,0,193,Not Useful
5,67,5,327,Not Useful
4,98,1,439,Slightly Useful
5,383,5,440,Slightly Useful
4,88,1,430,Not Useful
4,19,0,169,Not Useful
5,112,2,439,Slightly Useful
5,342,0,183,Not Useful
4,218,0,481,Highly Useful
2,229,0,478,Moderately Useful
5,54,0,179,Not Useful
4,81,1,245,Not Useful
3,158,2,261,Not Useful
5,373,2,473,Slightly Useful
2,104,0,203,Not Useful
4,391,0,487,Slightly Useful
1,23,0,175,Not Useful
5,58,0,276,Not Useful
1,45,0,153,Not Useful
4,398,12,678,Moderately Useful
4,407,0,672,Slightly Useful
3,141,4,466,Slightly Useful
5,86,0,240,Not Useful
4,53,1,469,Slightly Useful
5,13,0,189,Not Useful
5,74,1,486,Slightly Useful
3,66,0,182,Not Useful
4,202,0,680,Slightly Useful
5,94,1,502,Slightly Useful
4,64,0,244,Not Useful
5,45,1,493,Not Useful
5,104,0,341,Slightly Useful
5,21,0,142,Not Useful
4,44,0,189,Not Useful
3,415,0,352,Slightly Useful
5,76,0,190,Not Useful
5,33,0,274,Not Useful
5,254,1,716,Slightly Useful
2,224,0,143,Not Useful
4,30,3,712,Slightly Useful
5,40,0,202,Not Useful
5,53,4,266,Not Useful
4,167,0,517,Not Useful
5,22,0,195,Not Useful
4,104,0,268,Not Useful
5,25,0,214,Not Useful
4,95,0,221,Not Useful
5,54,0,243,Not Useful
4,72,1,502,Not Useful
5,124,2,440,Not Useful
5,83,0,570,Slightly Useful
5,117,1,523,Not Useful
2,210,0,411,Moderately Useful
4,76,0,245,Not Useful
5,111,0,389,Slightly Useful
4,103,0,217,Not Useful
5,72,0,566,Slightly Useful
5,35,1,327,Not Useful
5,237,0,586,Slightly Useful
5,50,0,291,Not Useful
2,196,4,599,Slightly Useful
5,120,0,259,Not Useful
4,67,0,583,Slightly Useful
5,28,1,370,Not Useful
5,41,0,241,Not Useful
5,49,0,213,Not Useful
5,510,10,619,Extremely Useful
4,43,0,215,Not Useful
3,132,0,373,Slightly Useful
5,268,0,599,Slightly Useful
4,71,0,243,Not Useful
5,254,2,726,Not Useful
2,308,0,432,Slightly Useful
5,168,2,795,Slightly Useful
5,25,1,349,Not Useful
4,193,0,633,Moderately Useful
2,68,0,167,Not Useful
4,412,5,637,Moderately Useful
5,25,0,222,Not Useful
5,237,3,537,Not Useful
3,87,0,430,Slightly Useful
5,16,0,233,Not Useful
5,12,1,608,Slightly Useful
4,150,0,381,Not Useful
1,113,0,275,Not Useful
5,211,6,446,Not Useful
4,59,0,271,Not Useful
5,59,4,404,Not Useful
5,15,4,455,Slightly Useful
3,48,0,242,Not Useful
5,132,1,450,Slightly Useful
5,34,0,243,Not Useful
4,54,0,369,Not Useful
5,95,1,323,Not Useful
5,241,1,633,Slightly Useful
4,166,1,646,Slightly Useful
1,61,0,279,Not Useful
3,702,0,845,Slightly Useful
5,127,7,829,Slightly Useful
5,173,1,863,Moderately Useful
5,24,0,403,Not Useful
5,30,0,252,Not Useful
5,100,0,276,Not Useful
4,64,2,474,Slightly Useful
5,57,0,413,Not Useful
5,39,0,263,Not Useful
5,223,2,870,Moderately Useful
5,44,0,275,Not Useful
3,69,2,391,Not Useful
4,118,1,596,Not Useful
5,17,0,245,Not Useful
5,16,5,379,Not Useful
5,542,3,696,Moderately Useful
5,43,0,183,Not Useful
5,43,0,359,Not Useful
5,78,5,386,Not Useful
3,106,0,250,Not Useful
5,167,0,199,Not Useful
4,116,1,474,Not Useful
5,304,0,303,Not Useful
5,105,0,393,Not Useful
5,29,1,475,Not Useful
4,72,0,367,Not Useful
5,68,1,636,Not Useful
5,120,3,706,Slightly Useful
4,214,2,664,Not Useful
4,128,0,699,Slightly Useful
5,58,0,463,Not Useful
4,39,0,268,Not Useful
5,66,1,371,Not Useful
5,114,2,482,Slightly Useful
5,297,11,888,Slightly Useful
5,34,1,400,Not Useful
4,49,0,258,Not Useful
5,48,2,927,Slightly Useful
3,12,0,291,Not Useful
5,23,0,198,Not Useful
5,31,0,662,Not Useful
4,98,2,642,Not Useful
5,122,0,330,Slightly Useful
5,336,2,934,Slightly Useful
4,284,1,712,Slightly Useful
4,166,1,711,Slightly Useful
4,67,0,320,Not Useful
5,161,1,905,Slightly Useful
5,127,0,717,Moderately Useful
3,182,1,907,Slightly Useful
5,58,3,447,Not Useful
5,141,4,915,Slightly Useful
4,25,1,418,Not Useful
1,54,0,503,Slightly Useful
5,81,0,268,Not Useful
4,205,0,508,Not Useful
4,132,0,339,Not Useful
5,21,0,525,Slightly Useful
2,280,1,975,Moderately Useful
4,34,0,206,Not Useful
3,95,0,294,Not Useful
5,8,0,198,Not Useful
5,78,2,467,Not Useful
5,447,0,718,Slightly Useful
5,74,0,200,Not Useful
4,421,0,542,Slightly Useful
4,87,2,859,Not Useful
5,42,0,480,Not Useful
5,195,3,201,Not Useful
5,76,1,482,Not Useful
5,121,0,678,Not Useful
5,111,0,520,Not Useful
5,245,0,1012,Slightly Useful
5,120,1,661,Not Useful
5,413,3,706,Not Useful
5,300,5,1021,Slightly Useful
4,61,2,483,Not Useful
5,280,0,1047,Highly Useful
4,543,1,678,Not Useful
4,113,0,694,Not Useful
5,98,2,1050,Moderately Useful
3,115,1,684,Not Useful
5,79,0,301,Not Useful
4,106,3,549,Not Useful
4,169,0,735,Not Useful
3,378,6,783,Moderately Useful
1,70,0,406,Slightly Useful
5,383,2,1068,Moderately Useful
5,105,1,524,Not Useful
3,88,0,309,Not Useful
3,317,1,782,Slightly Useful
4,27,0,215,Not Useful
5,139,0,215,Not Useful
5,32,0,215,Not Useful
5,105,0,531,Not Useful
5,179,2,943,Not Useful
4,63,1,490,Not Useful
5,142,0,554,Not Useful
2,67,0,375,Not Useful
5,40,0,373,Not Useful
4,60,0,542,Not Useful
4,258,6,1112,Moderately Useful
5,145,0,607,Slightly Useful
4,208,8,399,Not Useful
5,224,0,812,Moderately Useful
5,67,0,384,Not Useful
5,272,7,726,Not Useful
4,52,0,456,Not Useful
5,66,1,567,Not Useful
5,24,0,220,Not Useful
5,65,0,561,Not Useful
3,83,1,476,Not Useful
5,33,0,307,Not Useful
4,307,1,590,Slightly Useful
4,71,0,327,Not Useful
5,171,0,544,Not Useful
5,165,2,781,Not Useful
4,88,0,995,Not Useful
5,49,0,354,Not Useful
4,66,0,817,Slightly Useful
2,72,0,398,Not Useful
3,37,0,362,Not Useful
2,146,0,841,Moderately Useful
5,32,0,312,Not Useful
5,88,0,529,Not Useful
3,78,0,584,Not Useful
5,46,1,531,Not Useful
4,267,2,1164,Slightly Useful
5,17,0,244,Not Useful
5,253,6,854,Moderately Useful
4,21,0,262,Not Useful
4,48,0,326,Not Useful
4,54,0,373,Not Useful
5,26,0,423,Not Useful
5,78,0,558,Not Useful
5,41,1,541,Not Useful
5,106,0,597,Not Useful
5,86,0,594,Not Useful
5,44,0,331,Not Useful
5,476,3,850,Slightly Useful
5,229,3,851,Slightly Useful
4,163,0,260,Not Useful
5,147,6,650,Slightly Useful
4,19,0,408,Not Useful
5,24,0,337,Not Useful
5,97,0,609,Not Useful
5,315,6,852,Slightly Useful
5,37,0,524,Not Useful
4,53,0,430,Not Useful
3,90,0,569,Not Useful
4,18,0,341,Not Useful
1,200,0,468,Slightly Useful
5,30,0,373,Not Useful
5,64,1,602,Not Useful
4,107,2,1227,Slightly Useful
5,37,0,351,Not Useful
4,30,1,622,Not Useful
5,53,2,537,Not Useful
4,27,0,353,Not Useful
4,42,0,356,Not Useful
3,46,0,384,Not Useful
4,35,0,406,Not Useful
5,45,0,388,Not Useful
5,154,2,881,Slightly Useful
5,246,0,689,Slightly Useful
5,42,0,547,Not Useful
5,231,0,913,Moderately Useful
4,138,0,410,Not Useful
5,84,0,686,Slightly Useful
5,411,5,920,Moderately Useful
5,275,3,1273,Slightly Useful
5,275,1,868,Slightly Useful
5,20,0,256,Not Useful
5,297,2,709,Slightly Useful
3,137,4,859,Not Useful
4,141,0,615,Not Useful
5,12,0,377,Not Useful
5,116,2,839,Not Useful
4,126,0,527,Slightly Useful
4,114,1,912,Slightly Useful
5,424,15,1317,Highly Useful
4,31,0,407,Not Useful
5,37,0,408,Not Useful
4,588,1,662,Slightly Useful
4,132,2,1169,Not Useful
5,237,16,1314,Moderately Useful
5,19,1,611,Not Useful
4,100,0,685,Not Useful
5,61,5,612,Not Useful
5,51,0,411,Not Useful
4,73,0,898,Slightly Useful
5,16,0,411,Not Useful
5,31,0,431,Not Useful
5,19,0,385,Not Useful
5,89,5,922,Slightly Useful
3,183,0,187,Not Useful
5,38,0,386,Not Useful
5,153,0,1328,Moderately Useful
5,18,0,413,Not Useful
4,90,0,478,Not Useful
5,73,0,387,Not Useful
4,57,0,462,Not Useful
5,41,2,654,Not Useful
5,24,0,435,Not Useful
4,277,0,946,Slightly Useful
3,19,0,479,Not Useful
5,73,0,648,Not Useful
4,37,0,510,Not Useful
5,32,2,677,Not Useful
5,164,2,904,Slightly Useful
5,39,0,395,Not Useful
5,31,0,280,Not Useful
3,135,0,706,Slightly Useful
5,72,1,937,Slightly Useful
5,37,0,426,Not Useful
5,35,0,427,Not Useful
3,52,2,866,Not Useful
4,157,0,683,Not Useful
5,444,0,900,Not Useful
1,94,0,432,Not Useful
5,163,0,435,Not Useful
4,275,3,908,Not Useful
4,29,0,497,Not Useful
5,109,0,463,Not Useful
5,47,0,478,Not Useful
4,40,0,446,Not Useful
4,41,0,423,Not Useful
4,178,0,682,Not Useful
5,25,1,652,Not Useful
4,92,0,428,Not Useful
5,79,0,638,Not Useful
5,55,3,1006,Slightly Useful
5,350,0,995,Slightly Useful
3,63,0,500,Not Useful
5,158,0,546,Not Useful
5,50,0,463,Not Useful
4,92,0,720,Not Useful
3,129,1,897,Not Useful
4,164,4,694,Not Useful
4,84,5,894,Not Useful
5,36,0,443,Not Useful
4,21,0,505,Not Useful
5,18,2,814,Not Useful
5,97,4,1062,Slightly Useful
3,100,0,696,Not Useful
5,46,1,752,Not Useful
4,131,0,677,Not Useful
4,149,0,744,Not Useful
5,34,1,776,Slightly Useful
5,56,0,482,Not Useful
5,14,0,506,Not Useful
5,138,1,874,Not Useful
4,40,0,513,Not Useful
5,47,0,650,Not Useful
3,84,0,1030,Not Useful
5,140,0,726,Not Useful
4,15,0,476,Not Useful
5,59,0,522,Not Useful
5,87,0,503,Not Useful
5,168,2,523,Not Useful
5,78,0,504,Not Useful
5,36,0,523,Not Useful
5,78,4,685,Not Useful
4,70,1,1123,Slightly Useful
4,234,0,733,Not Useful
5,73,1,921,Not Useful
5,22,0,788,Not Useful
5,96,0,635,Slightly Useful
5,34,0,1132,Slightly Useful
3,249,0,727,Not Useful
5,63,0,537,Not Useful
4,264,0,1005,Not Useful
5,374,3,1150,Slightly Useful
5,25,0,546,Not Useful
4,108,0,560,Not Useful
4,322,0,710,Not Useful
5,46,0,551,Not Useful
4,120,0,753,Not Useful
4,20,0,532,Not Useful
5,31,0,323,Not Useful
4,78,0,556,Not Useful
5,21,0,623,Not Useful
5,142,5,793,Not Useful
3,120,0,516,Not Useful
4,23,0,517,Not Useful
5,40,0,519,Not Useful
5,95,0,522,Not Useful
5,41,0,341,Not Useful
4,207,0,369,Not Useful
5,28,0,554,Not Useful
4,129,0,1189,Slightly Useful
5,109,0,856,Slightly Useful
5,50,1,773,Not Useful
5,46,0,560,Not Useful
5,39,0,537,Not Useful
5,220,0,1180,Not Useful
5,220,0,1180,Not Useful
4,239,11,1197,Slightly Useful
5,277,10,583,Not Useful
5,56,2,781,Not Useful
4,162,0,568,Not Useful
5,51,0,600,Not Useful
5,152,0,804,Not Useful
4,54,2,1223,Slightly Useful
4,263,0,575,Not Useful
5,202,4,1107,Not Useful
5,77,0,635,Not Useful
1,193,0,453,Not Useful
5,81,0,1209,Not Useful
5,7,0,553,Not Useful
3,431,0,665,Not Useful
4,14,0,599,Not Useful
5,60,0,398,Not Useful
5,165,3,834,Not Useful
3,25,0,556,Not Useful
2,17,0,374,Not Useful
5,17,0,374,Not Useful
5,83,0,868,Slightly Useful
5,23,0,376,Not Useful
4,65,2,839,Not Useful
3,26,0,480,Not Useful
5,116,0,825,Not Useful
3,71,0,405,Not Useful
5,42,0,408,Not Useful
5,82,0,565,Not Useful
5,95,0,844,Not Useful
4,152,0,566,Not Useful
5,206,1,902,Slightly Useful
5,58,1,826,Not Useful
5,27,2,1227,Not Useful
4,38,0,784,Not Useful
5,18,0,576,Not Useful
5,26,0,577,Not Useful
5,22,0,602,Not Useful
5,61,1,867,Not Useful
5,39,0,603,Not Useful
4,23,0,579,Not Useful
5,140,0,877,Slightly Useful
5,49,0,955,Slightly Useful
5,17,0,445,Not Useful
4,29,0,639,Not Useful
5,89,0,791,Not Useful
5,18,0,608,Not Useful
5,22,12,824,Not Useful
5,25,0,851,Not Useful
4,79,0,1328,Slightly Useful
4,308,0,982,Slightly Useful
5,153,2,830,Not Useful
5,39,0,407,Not Useful
5,65,1,899,Not Useful
5,88,0,879,Not Useful
5,18,0,699,Not Useful
3,35,0,468,Not Useful
5,79,0,698,Not Useful
4,37,0,638,Not Useful
3,185,0,593,Not Useful
5,42,1,1050,Not Useful
4,42,0,412,Not Useful
5,70,0,880,Not Useful
5,157,2,1362,Slightly Useful
5,70,0,893,Not Useful
4,135,4,1172,Not Useful
5,43,7,1259,Not Useful
5,165,0,672,Not Useful
5,50,0,931,Not Useful
5,106,0,724,Slightly Useful
5,65,0,903,Not Useful
5,31,1,647,Not Useful
5,52,2,1363,Slightly Useful
5,233,0,884,Not Useful
4,23,0,631,Not Useful
4,125,0,987,Slightly Useful
5,114,0,651,Not Useful
5,56,0,696,Not Useful
4,85,0,912,Not Useful
4,109,0,614,Not Useful
5,44,0,615,Not Useful
5,31,1,846,Not Useful
5,118,1,868,Not Useful
5,58,2,1378,Slightly Useful
5,63,0,887,Not Useful
5,104,0,973,Slightly Useful
5,41,2,1341,Not Useful
4,42,0,446,Not Useful
5,56,0,673,Not Useful
5,70,0,1017,Not Useful
5,92,0,952,Not Useful
5,104,0,706,Not Useful
5,118,0,986,Not Useful
5,20,0,705,Not Useful
5,18,0,705,Not Useful
5,95,0,1069,Slightly Useful
4,66,0,723,Not Useful
5,21,0,766,Not Useful
5,64,0,706,Not Useful
5,60,0,744,Not Useful
5,223,4,1114,Moderately Useful
5,31,0,695,Not Useful
5,45,0,699,Not Useful
5,310,0,1004,Not Useful
5,60,1,756,Not Useful
5,68,0,708,Not Useful
4,69,0,879,Not Useful
4,157,0,1118,Slightly Useful
5,58,1,982,Not Useful
5,76,0,488,Not Useful
5,176,0,929,Not Useful
5,34,1,890,Not Useful
4,114,0,697,Not Useful
4,134,2,1070,Not Useful
5,125,0,964,Not Useful
5,26,0,741,Not Useful
4,41,0,675,Not Useful
5,23,3,1020,Not Useful
4,11,0,500,Not Useful
5,64,0,501,Not Useful
5,230,0,741,Not Useful
4,44,2,1074,Not Useful
5,32,0,531,Not Useful
4,15,0,599,Not Useful
5,121,0,1115,Slightly Useful
5,50,0,747,Not Useful
4,50,0,775,Not Useful
5,190,11,1189,Slightly Useful
5,40,1,931,Not Useful
4,291,0,1155,Slightly Useful
5,57,0,719,Not Useful
4,75,3,1146,Slightly Useful
5,85,1,693,Not Useful
5,55,0,887,Not Useful
2,52,0,540,Not Useful
5,68,0,1102,Not Useful
4,87,0,742,Not Useful
5,23,0,742,Not Useful
4,98,1,1118,Not Useful
5,99,0,1104,Slightly Useful
2,159,0,1048,Not Useful
5,46,0,519,Not Useful
4,175,0,858,Slightly Useful
5,34,0,521,Not Useful
5,51,0,993,Not Useful
5,30,0,522,Not Useful
3,44,0,524,Not Useful
5,14,2,1123,Not Useful
5,125,0,1172,Slightly Useful
4,14,0,774,Not Useful
5,39,1,1030,Not Useful
5,337,0,874,Moderately Useful
4,31,0,712,Not Useful
4,20,0,740,Not Useful
3,34,0,559,Not Useful
1,108,0,717,Not Useful
5,31,0,537,Not Useful
2,77,0,1182,Slightly Useful
5,59,0,540,Not Useful
5,90,0,834,Not Useful
5,28,0,1063,Not Useful
5,78,0,725,Not Useful
5,49,0,799,Not Useful
5,140,0,1171,Not Useful
5,378,0,1281,Slightly Useful
5,118,0,1105,Not Useful
2,280,0,785,Not Useful
5,28,1,1098,Not Useful
5,21,0,771,Not Useful
5,205,0,1119,Not Useful
4,26,0,745,Not Useful
3,75,0,872,Slightly Useful
5,22,0,747,Not Useful
5,52,0,1206,Not Useful
5,45,2,862,Not Useful
5,14,0,797,Not Useful
5,140,0,1175,Not Useful
5,20,1,1062,Not Useful
4,40,0,1325,Slightly Useful
5,21,0,577,Not Useful
5,107,0,584,Not Useful
5,94,0,1168,Not Useful
5,66,1,960,Slightly Useful
5,77,0,817,Not Useful
5,23,0,773,Not Useful
5,34,0,859,Not Useful
5,167,0,899,Not Useful
5,148,4,1139,Not Useful
4,45,1,1286,Slightly Useful
5,31,0,825,Not Useful
5,37,0,839,Not Useful
5,67,0,904,Not Useful
5,121,0,1392,Moderately Useful
5,102,0,1281,Not Useful
5,140,0,1161,Not Useful
2,331,0,672,Not Useful
5,63,0,1302,Slightly Useful
5,36,0,776,Not Useful
2,203,0,929,Slightly Useful
5,78,0,826,Not Useful
5,73,0,1099,Not Useful
5,18,0,911,Not Useful
5,165,0,784,Moderately Useful
5,119,1,1109,Not Useful
4,117,0,894,Not Useful
5,64,0,977,Not Useful
5,122,0,1166,Not Useful
5,85,0,655,Not Useful
5,24,0,859,Not Useful
5,62,0,1290,Not Useful
5,49,0,816,Not Useful
4,59,0,1029,Slightly Useful
5,26,0,866,Not Useful
3,94,0,662,Not Useful
5,194,0,1343,Not Useful
5,91,0,639,Not Useful
5,63,0,986,Not Useful
4,90,0,870,Not Useful
5,51,0,896,Not Useful
5,37,0,642,Not Useful
5,19,0,1017,Not Useful
5,20,0,670,Not Useful
4,88,0,1032,Not Useful
5,21,0,982,Not Useful
5,58,0,678,Not Useful
5,38,0,977,Not Useful
5,46,0,923,Not Useful
4,144,0,975,Not Useful
5,37,0,1025,Not Useful
5,32,0,984,Not Useful
5,204,0,726,Not Useful
5,26,0,951,Not Useful
5,54,0,1077,Not Useful
5,46,0,1062,Not Useful
4,153,0,1063,Not Useful
5,161,2,1372,Not Useful
3,118,0,1108,Not Useful
5,29,0,870,Not Useful
5,58,0,1095,Not Useful
5,87,0,934,Not Useful
5,51,0,740,Not Useful
5,21,0,694,Not Useful
5,47,0,891,Not Useful
5,71,0,908,Not Useful
5,48,0,806,Not Useful
5,97,0,709,Not Useful
4,43,0,970,Not Useful
5,30,0,1094,Not Useful
5,24,0,738,Not Useful
5,48,0,993,Not Useful
5,87,0,724,Not Useful
5,132,2,1062,Not Useful
1,336,0,850,Moderately Useful
4,144,0,951,Not Useful
4,16,0,1096,Not Useful
4,41,0,1201,Not Useful
5,74,0,1111,Not Useful
5,209,0,1273,Slightly Useful
4,54,0,953,Not Useful
5,82,0,1167,Not Useful
5,136,0,1091,Not Useful
5,33,0,1067,Not Useful
5,93,0,1233,Not Useful
5,29,0,788,Not Useful
5,38,0,1137,Not Useful
4,54,0,1076,Not Useful
4,69,0,795,Not Useful
4,60,3,1090,Not Useful
5,91,0,802,Not Useful
2,66,0,1326,Slightly Useful
5,208,2,1389,Slightly Useful
5,52,0,1350,Slightly Useful
5,49,0,1142,Not Useful
5,45,0,904,Not Useful
4,34,0,1285,Not Useful
5,47,0,1391,Slightly Useful
3,83,0,818,Not Useful
5,134,0,1392,Slightly Useful
5,20,0,1013,Not Useful
5,47,0,1271,Not Useful
5,148,0,1343,Not Useful
3,144,0,1346,Slightly Useful
5,18,0,1166,Not Useful
5,51,0,1367,Not Useful
2,39,0,863,Not Useful
5,48,0,1235,Not Useful
5,20,0,1027,Not Useful
5,45,0,874,Not Useful
5,27,0,846,Not Useful
5,24,0,916,Not Useful
5,26,0,1378,Not Useful
1,37,0,919,Not Useful
4,275,0,1383,Slightly Useful
5,40,0,1102,Not Useful
5,47,0,1379,Not Useful
5,14,0,992,Not Useful
3,50,0,1123,Slightly Useful
5,53,0,1156,Not Useful
4,42,0,959,Not Useful
5,45,2,1343,Not Useful
4,111,0,1095,Not Useful
5,58,0,1293,Slightly Useful
5,97,0,1212,Not Useful
5,65,0,1231,Not Useful
2,347,0,1385,Slightly Useful
5,54,0,1253,Not Useful
5,95,0,1377,Not Useful
4,103,0,1377,Not Useful
5,118,0,142,Not Useful
3,333,5,142,Not Useful
4,87,0,143,Not Useful
5,288,1,149,Not Useful
4,113,2,146,Not Useful
5,283,9,177,Moderately Useful
4,401,11,171,Not Useful
4,81,2,183,Moderately Useful
4,219,1,147,Not Useful
5,239,3,183,Slightly Useful
5,660,18,182,Slightly Useful
5,515,10,179,Not Useful
4,100,3,142,Not Useful
5,193,3,203,Not Useful
4,147,5,223,Not Useful
5,207,0,174,Slightly Useful
4,240,0,177,Slightly Useful
5,90,1,242,Slightly Useful
5,137,2,179,Not Useful
4,343,8,263,Slightly Useful
5,435,6,257,Slightly Useful
4,217,0,185,Not Useful
5,89,5,183,Not Useful
5,117,1,163,Not Useful
5,343,11,201,Slightly Useful
4,437,5,279,Slightly Useful
5,46,5,277,Slightly Useful
5,145,8,266,Not Useful
3,314,6,291,Slightly Useful
2,238,0,144,Not Useful
5,72,1,158,Not Useful
5,68,0,144,Not Useful
5,161,12,300,Not Useful
5,64,0,148,Not Useful
5,78,0,241,Slightly Useful
4,112,0,146,Not Useful
5,371,0,180,Not Useful
4,113,2,236,Not Useful
5,92,2,248,Not Useful
5,200,7,268,Slightly Useful
5,119,0,183,Not Useful
5,67,0,178,Not Useful
4,185,2,278,Slightly Useful
5,64,7,197,Not Useful
5,600,6,294,Slightly Useful
5,368,0,300,Slightly Useful
5,135,2,275,Not Useful
5,148,0,154,Not Useful
4,228,1,280,Not Useful
3,51,0,152,Not Useful
4,25,0,161,Not Useful
5,16,1,153,Not Useful
4,91,0,169,Not Useful
5,114,0,243,Not Useful
4,48,2,214,Not Useful
5,96,4,299,Not Useful
4,18,0,171,Not Useful
5,19,2,210,Not Useful
3,256,1,273,Slightly Useful
4,96,2,244,Not Useful
5,111,0,278,Not Useful
3,506,2,298,Slightly Useful
5,100,0,178,Not Useful
